uid,latitude,longitude,date,cyanobacteria_density
errq,35.64276553,-79.28102624,2020-06-10,25.044
errr,32.6505,-117.063,2013-10-10,2732.75
ersq,35.4265,-118.832,2019-09-17,4997.5
ertg,46.649615,-90.23201,2016-04-18,0.322104678
ertx,35.98,-78.84338706,2021-12-14,1.66
eruk,37.1145,-120.89,2020-08-11,8510.0
ervf,45.08147,-94.81726,2017-07-24,1308.7
ervg,41.726667,-83.15,2013-04-01,1.900163022
erwt,35.68428444,-79.20390936,2015-07-07,31.95
eryj,38.66283,-85.79005,2017-08-11,208.634
erze,38.37611,-97.07583,2017-07-17,133.245
erzs,35.02,-83.77,2019-09-26,40.664
esav,41.39249,-75.3607,2019-08-28,25.333
esci,36.9599,-121.535,2021-01-27,6522.5
esdj,35.976,-78.71438345,2013-06-13,438.588
esdm,36.15,-79.10687063,2020-08-19,1.694
esdu,34.73475,-77.44025,2013-07-22,10.166
esdy,37.8817,-121.249,2021-08-18,3604.7105
esgq,35.794,-79.01146322,2014-11-25,32.676
esic,40.8041,-77.17744,2018-08-08,2386.667
esir,40.38382,-76.0402,2019-08-19,652.667
esly,48.344033,-87.8225,2013-04-16,0.086821894
eslz,37.8717,-121.526,2015-12-08,983.228
esnp,35.5513,-119.088,2020-01-07,2487.75
esod,44.851794,-93.541609,2013-06-03,0.43
esoh,41.88879,-105.72759,2018-08-08,289.02412
esoi,35.89042523,-79.00122384,2020-06-10,13.335
esow,34.941,-79.10237215,2016-09-22,1.848
espe,38.2408,-121.152,2016-02-18,2484.4745
essj,39.02235564,-86.48165556,2021-08-09,374.867
estg,37.9792,-121.57,2016-08-16,1787.5835
estu,35.976,-78.76235589,2016-08-09,3.319
estx,35.48,-76.82,2021-12-15,0.29
esuc,38.1156,-121.494,2016-05-17,2002.5125
esud,35.66940683,-79.23154291,2015-09-24,12.586
eswi,35.69045904,-79.1924407,2019-05-16,0.775
eswq,35.98,-78.77030987,2017-03-28,19.006
eswv,40.80458,-77.1804,2021-08-02,1820.0
esxl,35.83646,-78.9763,2015-01-27,3.849
esyj,35.65274603,-79.26248853,2015-06-22,14.765
esyl,36.346,-79.11285213,2019-07-01,187.344
esyw,42.027378,-78.967089,2013-09-02,56.03427198
eszd,41.63864,-80.31198,2021-07-08,0.0
esze,35.64247277,-79.28157001,2020-07-15,15.685
eszp,35.7,-79.03909676,2020-06-10,125.38
etal,35.02,-83.79,2019-07-24,2.524
etap,39.21155,-97.00559,2017-08-21,74.025
etau,35.91424569,-79.19187079,2014-08-25,87.137
etbo,35.68,-79.1097378,2021-09-08,27.956
etbx,40.921798,-79.276664,2019-08-27,15.65940215
etci,40.38837,-76.08808,2020-10-28,0.0
etcm,38.1602,-121.206,2020-04-28,2543.0915
etdm,35.573,-78.93610063,2013-07-22,3.55
etdx,37.72797,-97.82922,2016-07-11,7.245
etec,43.466667,-82.0,2017-08-11,4.450201905
eteg,36.028,-78.716,2014-11-12,300.258
etei,40.968788,-81.119867,2020-10-07,52.47211538
etek,35.976,-78.71413489,2013-06-13,125.041
etfx,35.70153075,-79.1718762,2013-03-13,1.017
etfz,38.70782502,-75.08086667,2018-08-14,71.40000153
etgh,35.71699388,-79.14315511,2018-07-30,28.245
etgt,35.79,-79.02565074,2018-04-11,1.815
ethh,38.52056665,-75.0635,2020-07-14,0.1
etiy,35.66568,-79.04750053,2015-06-26,22.54
etly,38.1156,-121.494,2019-07-16,1667.093
etmk,41.798303,-72.428591,2015-07-14,7.5816
etob,39.16191,-106.6667,2017-07-23,81.629
etoc,35.0228,-120.586,2019-01-15,6712.5
etpe,37.5138,-121.16,2015-02-10,6297.5
etrn,35.86666688,-78.81107402,2016-05-09,4.72
etsi,35.65436,-79.00917782,2016-07-13,29.046
etsk,37.7705,-121.292,2017-07-18,4321.1405
etsv,35.6418074,-79.28280586,2021-03-17,3.631
ettp,35.71044667,-79.15531585,2016-06-08,14.411
ettz,39.8055,-76.05611,2019-08-07,1567.333
etud,39.40175435,-99.31704176,2018-07-30,49.77
etvt,34.446,-119.876,2014-12-12,6177.5
etvz,41.39704,-75.3617,2019-08-28,20.467
etwe,41.819467,-72.423353,2021-10-21,134.9946
etwi,35.69524969,-79.1835426,2016-05-09,0.968
etwj,35.65402354,-79.2601157,2014-10-08,2.723
etwv,35.60595,-78.98805006,2016-05-25,1.936
etxf,36.6568,-121.614,2013-03-26,4597.375
etxl,35.90387277,-79.10885113,2019-03-19,1.234
etxs,41.946667,-83.045,2019-04-20,6.822481076
etzb,36.03,-78.70543523,2021-11-18,307.52
etzx,33.5693,-111.5241,2017-08-30,1149.203
eubj,39.07868,-96.886523,2020-08-26,758.547
eubw,37.2141,-120.561,2015-06-09,608.7305
eucr,35.69564891,-79.18280109,2015-12-07,7.745
eucx,38.51301083,-95.70121672,2021-08-30,1065.272
eudi,35.71600914,-79.14498416,2013-08-12,58.527
eufd,35.70805135,-79.1597649,2016-06-08,8.278
eufi,45.516667,-83.416667,2017-08-08,1.258642963
eufr,45.45,-82.915,2013-08-06,1.148387822
eufu,36.115,-78.90751602,2013-06-19,114.367
eugm,34.9454,-120.417,2017-12-12,6000.0
euhb,45.7416,-97.2664,2017-06-16,357.669
euig,35.72183776,-79.13415814,2018-05-07,5.228
eujz,36.03,-78.72,2018-01-24,30.945
euky,34.446,-119.876,2019-01-16,6847.5
eulg,38.307,-121.794,2016-06-15,2152.699998
eulj,35.64607,-79.02210304,2016-06-08,10.166
eumu,39.16522,-96.91105,2017-07-31,58.59
eung,35.64968535,-79.26817342,2016-09-20,1.405
eunj,35.83646,-78.9763,2016-01-27,0.726
eurf,39.1766,-122.189,2018-02-21,6585.0
eurq,41.632492,-80.440413,2016-06-22,13.86161765
eutt,37.2616,-120.906,2021-01-29,5930.0
euve,37.3204,-120.983,2019-05-14,5727.5
euwe,35.65,-78.68505315,2021-06-15,14.523
euwz,35.7092224,-79.15758981,2016-09-15,0.254
euxf,37.0062,-120.6,2016-06-14,5922.5
euxi,35.87648079,-78.88961956,2021-09-09,420.798
euxk,47.59802,-93.40415,2017-08-08,112.402
euxl,35.86676005,-78.8118197,2016-05-24,7.334
euxm,39.79219,-99.97105,2017-07-05,5.04
euyv,36.9818,-120.221,2016-09-13,3708.9185
euyx,46.8612,-88.84717,2017-07-19,100.493
euzi,37.4312,-120.995,2020-07-14,6206.654
euzj,35.34306,-103.44917,2016-07-14,45.69050768
evaj,39.93722,-77.44972,2019-08-06,129.867
evbb,35.70802473,-79.15981433,2016-06-22,1.089
evbn,35.69104457,-79.19135315,2018-12-06,512.654
evcy,35.63706999,-79.29160509,2015-10-12,0.939
evem,41.424144,-73.206937,2018-07-16,6.9498
evep,44.847993,-93.476318,2013-01-04,0.115
evfp,33.3985,-117.262,2015-03-02,3752.5
evgk,38.04772,-97.20234,2015-09-14,158.13
evgr,35.573,-78.93485782,2013-07-22,3.227
evgu,38.307,-121.794,2014-09-16,7457.5
evif,39.21155,-97.00559,2017-07-31,83.16
eviq,42.43,-81.205,2016-04-05,1.254874571
evjb,40.703968,-80.29305,2013-09-03,1.879166667
evjs,35.91126425,-79.16800885,2013-07-10,63.9
evjx,34.4069,-119.517,2019-09-23,7680.0
evkc,35.65133546,-79.26510852,2015-12-07,0.182
evkk,35.70267518,-79.16975054,2014-07-15,0.218
evlo,35.68987352,-79.19352825,2019-08-22,179.356
evme,39.7533,-121.971,2018-03-15,4825.0
evmm,35.66719781,-79.23564592,2016-12-13,0.363
evmz,35.794,-79.00904096,2014-05-19,16.813
evoa,35.66429681,-79.24103422,2018-07-11,292.498
evpa,46.77485,-86.554033,2017-04-22,0.239104479
evps,35.47745,-76.81692,2013-04-16,63.901
evpw,40.02689,-76.51652,2017-08-17,8.867
evrl,41.10031,-75.45989,2017-05-09,0.667
evsf,44.54843,-123.3458,2017-08-22,46.35
evtq,35.68391183,-79.20460144,2015-08-06,15.249
evvp,35.98,-78.83294746,2021-04-20,30.056
evwj,36.8905,-121.801,2016-01-19,5492.5
evwx,35.44,-78.87396017,2019-07-17,0.867
evyc,38.89896739,-96.85786055,2021-07-19,65.857
evzn,35.2469,-120.682,2013-05-30,3342.5
ewad,39.74693889,-87.07598056,2021-06-14,547.239
ewak,36.03,-78.67361931,2019-11-20,9.682
ewaq,37.2141,-120.561,2015-07-14,2989.232
ewbm,37.4583,-120.967,2017-05-09,3331.1645
ewbv,35.69248176,-79.18868372,2017-11-15,7.907
ewcd,38.5901,-121.731,2018-11-23,10025.0
ewce,34.6766,-120.553,2013-12-17,4395.0
ewcg,37.8189,-121.358,2019-01-08,5731.205
ewee,38.4572,-122.63,2015-02-06,6830.0
ewfp,35.87772306,-78.89956204,2014-12-30,45.945
ewft,39.08031907,-86.43086667,2020-07-27,543.604
ewge,35.89812728,-79.06286718,2016-06-21,789.555
ewgk,35.28,-79.04488053,2021-06-09,28.343
ewhq,35.64005083,-79.28606849,2017-08-21,1.936
ewip,35.66152888,-79.24617534,2020-01-09,8.714
ewkt,40.47921,-75.26735,2021-07-29,525.333
ewkx,37.8189,-121.358,2015-01-20,1458.677
ewlr,40.77949407,-85.63747222,2019-07-29,18.876
ewly,35.66259347,-79.24419799,2019-07-02,14.792
ewme,36.03,-78.69797837,2021-06-28,1.452
ewmg,35.62695641,-79.31038997,2015-10-12,28.274
ewmn,39.16522,-96.91105,2014-08-04,21.735
ewod,37.3609,-120.549,2016-02-09,4376.501
ewpq,34.6721,-120.492,2015-12-14,4355.0
ewso,48.89775,-103.502,2017-08-15,36.2
ewss,35.742,-79.22020684,2015-12-07,7.745
ewsw,35.61,-78.99923535,2021-06-15,14.076
ewtr,35.70672061,-79.16223659,2016-10-05,0.436
ewue,38.0475265,-99.82633869,2017-09-11,30555.0
ewug,37.4583,-120.967,2021-08-10,657.578
ewuw,35.4417,-119.549,2017-06-29,1569.25
ewuy,45.278333,-82.451667,2018-04-03,0.20141
ewwk,35.67901473,-79.21369727,2018-04-11,453.655
ewwy,37.4555,-120.722,2015-04-14,1663.8365
ewxa,35.68979368,-79.19367655,2019-09-04,3.235
ewxb,36.43,-79.0748869,2019-08-28,60.569
ewxj,36.58238,-104.58235,2016-05-04,6.264089666
ewxy,44.0,-82.35,2017-08-10,4.113598419
ewzv,35.90909029,-79.15060952,2021-07-12,169.432
ewzz,36.06,-78.76,2021-04-20,76.68
exaq,37.9674,-121.464,2018-11-29,1110.2315
exbo,35.87269188,-78.85929502,2019-07-02,139.419
exbq,35.87685347,-78.89260231,2021-11-08,198.236
excp,41.300686,-80.75819,2019-09-17,6.327403846
exdc,38.1602,-121.206,2019-01-08,2145.7985
exgv,35.68836,-78.69300713,2016-06-22,1.017
exhc,37.6106,-121.229,2017-01-10,5015.0
exhj,41.55443,-75.70577,2021-07-26,158.133
exhk,40.962214,-81.113885,2015-07-22,56.72734375
exim,35.72,-78.71935469,2017-06-28,1.002
exin,38.0739,-121.212,2018-09-18,1266.5435
exiz,34.9414,-120.573,2021-12-15,3320.0
exjd,34.9552,-120.487,2014-02-27,1145.0
exkj,36.03,-78.69748125,2021-05-26,22.783
exkq,35.86222578,-78.77552967,2014-06-10,2.13
exkr,36.06,-78.76,2021-11-18,87.136
exks,35.794,-79.01111718,2014-09-22,106.016
exly,40.4189,-122.214,2013-11-20,4965.0
exmx,42.83113,-85.77959,2017-06-21,86.39596676
exoa,47.68783,-100.6983,2017-08-17,2311.83
exoo,35.63856041,-79.28883679,2015-05-06,1.709
expe,35.64029036,-79.28562359,2021-12-02,1.605
expt,35.64607,-79.02334585,2016-06-22,7.261
exqy,36.33,-79.07365106,2018-09-06,0.783
exrz,38.38605369,-94.70840493,2021-07-06,242.442
exsa,39.24652,-79.940136,2017-07-25,0.110384615
exsq,41.292492,-80.45833,2019-07-18,18.57058824
extd,35.66365806,-79.24222063,2018-12-06,68.872
exwd,35.71566315,-79.1456268,2016-05-25,3.558
exxr,39.79722,-76.04278,2021-08-25,32.0
exxs,35.01973,-111.4032,2017-09-13,409.2229
exyr,36.21,-76.73,2019-07-16,21.131
exzm,34.16,-79.12135476,2019-08-28,234.04
exzq,38.1156,-121.494,2016-01-06,1745.249
eyak,35.48,-79.05832655,2021-06-09,6.39
eyan,35.70594879,-79.16367017,2016-06-22,27.593
eybt,38.5901,-121.731,2015-02-07,5855.0
eycz,35.65420984,-79.25976966,2014-09-22,0.182
eyeu,35.79,-79.03380734,2020-08-13,357.987
eyga,37.3204,-120.983,2018-06-12,6905.0
eyim,35.64811508,-79.27109002,2017-07-20,19.502
eykf,37.2764,-120.954,2017-01-10,7360.0
eylv,35.71084589,-79.15457434,2016-05-25,27.593
eyly,39.7533,-121.971,2015-01-21,4977.5
eymt,38.9353,-121.408,2018-12-18,6242.5
eyof,35.7237274,-79.13064833,2013-06-19,47.199
eypv,38.66955668,-95.61899181,2018-09-17,186.48
eyqq,43.21885,-85.46762,2017-06-20,52.927
eysk,35.70115815,-79.17256828,2013-05-15,0.472
eyth,38.04947082,-99.82700111,2017-09-11,5733.0
eytx,34.21,-78.92317542,2018-08-07,1.936
eyue,35.86585941,-78.80461141,2015-10-12,7.319
eyup,38.1156,-121.494,2016-02-18,1409.8295
eyut,35.04,-79.11982231,2021-12-14,7.072
eyuy,42.024803,-78.964352,2015-07-11,51.32507042
eyxf,37.66,-120.875,2014-07-08,5767.0265
eyyd,35.90179197,-79.09219748,2018-02-21,4.692
eyzg,39.05775069,-95.73073059,2019-09-30,32.445
eyzq,40.38849,-76.07909,2020-06-09,0.0
eyzs,42.17863,-84.14928,2017-06-09,69.34
eyzz,37.2953,-120.85,2017-03-14,4810.0
ezaf,39.794631,-79.368053,2014-06-26,0.147088729
ezai,43.731667,-77.016667,2018-04-11,0.17664338
ezcu,35.9084381,-79.14538972,2021-04-28,135.243
ezeb,47.606167,-86.818833,2018-05-12,0.2464302
ezex,38.780916,-95.549753,2017-08-28,505.89
ezff,35.95,-79.24,2018-07-18,120.598
ezfg,35.487,-79.06218239,2016-08-24,1.614
ezfk,41.70986917,-85.0363,2020-07-06,107.377
eziu,37.4798,-122.26,2018-07-17,8677.5
ezkq,40.982514,-81.098109,2017-09-12,4.625641026
ezkv,45.178333,-86.375,2013-03-29,0.272001202
ezkz,35.72290234,-79.13218078,2018-08-27,443.913
eznl,38.288,-122.021,2014-02-06,6920.0
ezou,35.69538276,-79.18329543,2016-04-06,2.766
ezpr,36.028,-78.716,2016-09-13,1080.494
ezpu,36.03,-78.72,2017-12-14,273.835
ezqk,35.71747295,-79.1422653,2019-06-01,0.501
ezqw,35.67960025,-79.21260973,2017-10-18,1.815
ezsh,38.785,-121.653,2019-12-04,5062.5
ezsi,35.48,-76.82,2021-11-17,1.743
ezsp,39.09447,-96.90462,2017-07-31,220.815
ezsw,35.65436,-79.01588899,2016-10-05,2.905
eztt,35.794,-79.02006471,2016-09-20,48.409
eztw,35.72098609,-79.13574002,2018-08-07,4.167
ezus,35.742,-79.23561767,2016-08-10,121.991
ezwp,40.61813,-78.12605,2015-04-13,3068.0
ezwu,36.9634,-121.491,2017-12-13,1662.5
ezyz,39.12106,-95.41118,2018-08-06,166.635
ezzk,35.79,-79.02382169,2017-09-20,33.886
faaf,34.97,-79.08422991,2021-05-25,0.083
fade,35.91377984,-79.18814236,2014-07-16,7.261
fadg,35.70861026,-79.15872679,2021-07-13,2.033
fadt,35.89849996,-79.06584992,2016-08-10,38.727
fafd,37.2639,-120.906,2015-09-22,5867.5
fafn,38.4571,-122.631,2014-02-26,7250.0
fafo,35.62738224,-79.30959903,2015-08-06,1.162
fagg,35.976,-78.7635987,2016-09-13,164.107
fahm,36.7962,-121.782,2018-04-24,3995.0
faho,35.63273179,-79.29966281,2016-05-09,129.396
fajh,40.968788,-81.119867,2017-08-01,53.24305556
fajn,35.65194759,-79.26397154,2015-09-09,37.264
fakn,39.27623408,-94.89210787,2021-10-25,543.787
fakq,35.89172961,-79.01166344,2021-04-28,16.782
fakt,38.93027,-80.491525,2016-07-27,4.401846523
falc,41.922276,-78.946581,2015-09-10,25.19157143
famd,35.976,-78.72507161,2014-03-27,3.05
famn,37.4806,-121.031,2013-04-02,5776.796
faos,37.2141,-120.561,2017-06-13,3057.6185
fapj,38.81885248,-95.71388861,2018-10-08,455.175
faqo,35.64305829,-79.28048246,2020-03-11,20.286
fasv,36.02,-76.31,2020-09-24,422.613
fasy,41.046103,-81.002774,2013-07-31,2.986368495
fatc,35.78,-79.11038044,2017-07-24,6.66
fatq,42.052142,-78.876608,2015-06-03,1.267871486
fatt,40.982514,-81.098109,2017-06-27,3.8053125
faub,35.51,-79.04112355,2021-06-09,1.66
favl,41.841242,-78.994719,2013-08-20,11.95910112
favn,35.87272293,-78.85954358,2019-07-02,63.319
fawc,36.13,-79.06771899,2020-06-24,2.614
faww,35.72151838,-79.13475135,2013-08-12,4.357
faxi,45.91673,-95.39661,2017-08-09,59.088
faxw,35.63933223,-79.28740321,2014-10-08,1.584
fayb,33.4779,-117.142,2016-11-21,454.0
fayw,39.09447,-96.90462,2014-10-06,0.945
fazv,35.976,-78.73401984,2014-10-28,5.809
fazz,44.87302,-93.556776,2013-09-23,1.142
fbbj,39.474744,-86.898353,2021-07-26,1229.487
fbbq,35.85778468,-78.73998532,2014-07-15,1.452
fbcl,35.742,-79.22666945,2016-05-09,19.364
fbde,35.8653625,-78.80063442,2015-08-24,87.137
fbdi,35.70698676,-79.16174225,2016-09-15,2.641
fbdj,39.61525,-84.96614444,2021-07-27,6614.026
fbdk,37.9792,-121.57,2018-04-10,2227.211
fbep,37.2583,-120.475,2021-08-11,3536.324
fbfu,38.38605369,-94.70840493,2018-08-20,143.64
fbfy,48.03662,-118.8933,2017-08-22,53.6208
fbge,35.87085953,-78.84462987,2018-07-11,13.071
fbgg,38.5901,-121.731,2015-07-21,6107.5
fbha,38.133,-121.522,2017-02-28,1527.0635
fbhr,35.68836,-78.69673556,2016-08-24,7.689
fbib,37.56845,-97.36166,2019-09-09,10.71
fbik,35.68836,-78.68952727,2016-05-11,0.908
fbim,34.9864,-120.453,2019-02-26,842.67
fbiw,35.63,-78.95697983,2019-06-01,8.87
fbjl,35.976,-78.7551476,2016-03-08,0.29
fbmm,35.89371724,-79.0275714,2014-11-25,4.841
fbmo,35.49,-79.06312164,2021-08-02,48.288
fbnr,35.63395607,-79.29738886,2015-08-06,1.096
fbom,36.9599,-121.535,2020-12-28,4310.0
fbpb,38.36472,-97.10194,2014-07-28,22.05
fbqn,38.0739,-121.212,2021-09-15,4773.794
fbrw,41.843527,-78.957332,2020-09-02,1.045
fbsj,36.7723,-121.788,2021-01-27,2937.5
fbsp,35.88033182,-78.92044124,2015-09-24,377.592
fbur,36.346,-79.1126544,2019-09-10,453.756
fbut,35.84,-79.06010617,2020-07-10,7.945
fbvn,40.1125,-79.52821,2021-08-30,668.0
fbwb,37.3204,-120.983,2020-06-09,6205.0
fbwi,37.5394,-121.122,2018-03-02,7335.0
fbwu,39.22602,-95.44557,2017-08-28,146.475
fbxe,35.4417,-119.549,2013-05-28,1610.5
fbyu,38.43742,-97.16167,2019-07-22,160.65
fbzd,35.70192997,-79.17113469,2019-07-02,5.373
fcah,38.78199034,-85.69828611,2018-05-14,4.24
fcaz,37.2953,-120.85,2018-08-14,5722.5
fcbr,39.74693889,-87.07598056,2017-07-11,523.661
fcbu,37.61016134,-97.62434449,2016-09-26,93.24
fcdo,37.3204,-120.983,2017-05-09,5657.5
fcee,46.22321,-96.04381,2017-09-11,244.6
fces,40.64744,-76.00325,2019-04-02,0.0
fcgd,37.2639,-120.906,2015-12-15,1875.0
fcgl,37.2764,-120.954,2015-01-13,6615.0
fcjz,44.868638,-93.524033,2013-07-10,0.823
fclf,42.081667,-81.011667,2014-08-15,6.447435889
fclt,38.31806,-96.99139,2016-06-20,178.605
fcmp,35.742,-79.23288349,2016-07-19,1.743
fcpt,35.63052277,-79.30376583,2015-08-24,71.611
fcru,45.278333,-82.451667,2013-03-29,0.654044825
fcsg,37.2639,-120.906,2020-06-15,4980.0
fcsm,35.8,-79.03964054,2017-08-16,6.535
fcsp,41.977778,-81.756944,2017-08-13,45.53501597
fcvb,35.435,-78.86227776,2014-08-12,1.126
fcwr,35.742,-79.22120109,2015-12-07,146.357
fcwz,42.116667,-81.25,2014-08-14,8.055816414
fcxl,35.85651136,-78.72979429,2019-08-29,25.462
fcxs,35.794,-79.01853226,2016-05-24,19.969
fcyr,35.90440073,-79.11307668,2019-05-16,25.217
fczj,45.75032,-92.43545,2017-08-31,83.711
fczm,41.798303,-72.428591,2017-08-10,18.954
fdbe,35.04,-79.1190808,2021-08-16,4.454
fdbk,35.84,-79.06089711,2020-08-07,1.452
fdbt,36.313,-79.11522496,2020-03-18,77.455
fdcc,35.63903947,-79.28794698,2014-12-30,182.902
fddn,38.51301083,-95.70121672,2017-10-02,28.665
fdeh,35.87321984,-78.86352057,2019-10-17,579.096
fdeq,35.65354448,-79.26100551,2015-02-11,29.427
fdet,35.742,-79.21548416,2015-09-09,423.097
fdfh,35.742,-79.20827587,2015-07-07,39.608
fdgs,37.0182,-120.326,2013-07-09,2608.2215
fdgx,38.76866665,-75.31788333,2019-07-10,0.75
fdhd,43.466667,-82.0,2019-08-07,0.833105
fdhq,38.46625528,-85.86134389,2016-07-25,17.546
fdih,35.8872264,-78.97562197,2019-02-19,3.389
fdnj,35.04,-79.12046495,2019-05-28,8.714
fdnw,35.65077655,-79.26614663,2016-04-06,41.753
fdpt,37.7705,-121.292,2019-07-16,550.1135
fdql,35.794,-79.01680208,2015-11-12,19.364
fdrf,36.9767,-121.51,2020-12-28,5850.0
fdrl,44.847993,-93.476318,2013-05-21,0.836
fdst,34.941,-79.10148234,2016-07-25,38.364
fdtq,34.73475,-77.44025,2015-02-16,0.871
fdtt,41.29343,-75.0444,2020-08-26,100.0
fdvc,40.02987,-78.64245,2019-08-14,564.133
fdvn,33.1936,-104.3567,2013-11-06,0.519314577
fdvq,35.64164771,-79.28310246,2021-04-28,7.503
fdvr,40.4189,-122.214,2018-07-18,8872.5
fdwe,32.798,-117.19,2013-10-10,2315.25
fdxt,36.21,-76.73,2019-09-25,18.807
fdye,38.81808029,-95.64281938,2019-06-19,123.165
fdyv,40.1452,-80.46732,2019-04-10,1.9
feae,35.86818866,-78.82325355,2016-11-21,6.1
fean,37.1145,-120.89,2018-01-09,5190.0
febh,34.4395,-119.854,2018-04-17,5712.5
febr,35.88526983,-78.95996257,2018-02-21,7.116
fecg,35.6369103,-79.29190169,2015-11-12,2.755
fech,35.04,-79.11972344,2021-12-14,3.195
fecy,43.06903,-109.5855,2017-08-27,11.649
feep,35.87104587,-78.84612124,2018-08-09,1.561
fees,35.65844158,-79.25190967,2021-09-09,2.868
fefl,35.90940085,-79.15309514,2021-09-09,5.809
fefy,37.6667,-120.898,2019-01-07,5444.633
feii,33.2892,-117.224,2015-01-07,3493.0
fejj,35.742,-79.2067845,2015-06-22,27.593
feju,35.89005255,-78.9982411,2020-05-15,4.149
fejx,35.036,-79.11843816,2021-06-28,19.364
feku,39.01688542,-96.82207242,2021-10-18,15.218
feln,36.9599,-121.535,2020-03-17,4137.5
femd,41.517,-72.729,2020-12-24,1525.5864
femk,44.761667,-82.783333,2014-04-21,0.322982347
feni,35.63084215,-79.30317262,2015-07-23,271.231
fepx,41.15507,-104.82841,2021-08-25,32.25162
ferf,44.50042,-109.23665,2021-07-14,5.59186
fetz,35.70097184,-79.17291431,2013-06-04,0.363
feub,35.85731883,-78.7362569,2019-08-29,16.011
feuc,39.09447,-96.90462,2017-08-28,1.575
feul,35.6265838,-79.31108204,2015-12-07,0.157
fevk,34.2,-77.93,2018-05-17,1308.503
fevt,35.794,-79.01754359,2016-02-17,5.083
fewj,36.9003,-121.596,2017-09-25,5580.0
fewl,40.3887,-76.07922,2021-08-22,406.667
fext,39.90733,-98.08855,2020-08-26,7.74
feyd,35.89408992,-79.03055414,2015-01-27,1.936
feyk,35.976,-78.72159175,2013-12-02,0.807
feyo,36.11,-78.90527896,2018-08-27,557.112
fezn,35.62690318,-79.31048884,2015-10-12,2.191
ffbc,40.073179,-76.894562,2018-09-20,1444.1335
ffbn,38.76866665,-75.31788333,2019-07-24,3.0
ffby,39.09447,-96.90462,2016-06-27,3682.35
ffeu,36.06,-76.0,2018-06-28,860.039
fffe,37.1145,-120.89,2015-05-12,2980.0
fffs,46.77485,-86.554033,2014-08-25,1.844136698
fffz,41.267694,-80.470129,2016-07-21,24.34863095
ffia,39.09447,-96.90462,2016-08-15,56.7
ffov,35.87986597,-78.91671281,2015-08-24,9.682
ffpd,35.68255448,-79.20712257,2016-05-24,26.141
ffps,35.68063822,-79.21068181,2017-04-18,0.29
ffqg,35.63986453,-79.28641453,2017-09-20,1.614
ffqj,37.2953,-120.85,2017-04-11,5490.0
ffqo,40.02761,-76.51078,2017-06-21,19.067
ffqp,35.62786131,-79.30870922,2015-06-22,9.214
ffrh,40.448205,-80.030044,2014-08-18,0.72275641
ffrq,35.069,-78.88464833,2013-08-26,1.322
fftp,35.79,-79.02258584,2017-05-17,2.541
fftw,35.9007671,-79.08399494,2017-07-20,5.083
ffvs,41.70075,-73.2777,2015-07-02,64.0575
ffwk,36.54,-79.06549446,2019-08-27,1.815
ffyh,44.78761,-109.2607,2017-08-13,11.985
ffze,35.72,-78.72034894,2017-06-28,11.353
ffzu,33.1495,-117.297,2014-09-11,1504.0
fgae,36.11,-78.90403615,2018-07-05,10.769
fgcc,35.87967963,-78.91522144,2015-07-23,8.23
fgcs,35.573,-78.9323722,2013-05-22,146.172
fgcz,45.136667,-82.983333,2019-04-17,0.184320667
fged,39.6446,-99.14857,2017-07-05,0.756
fgeh,39.89305,-98.0676,2015-06-29,144.9
fgei,35.6358191,-79.29392848,2017-08-21,0.548
fgfd,35.67,-79.04987335,2020-07-09,57.728
fgfh,41.021659,-80.999996,2017-06-01,0.518390805
fgfk,37.0062,-120.6,2014-04-08,6535.0
fgfq,37.6106,-121.229,2021-10-26,5822.5
fgft,35.90896606,-79.14961527,2021-06-17,111.825
fggg,35.67983978,-79.21216482,2017-09-20,2.033
fghp,35.95,-76.61,2020-09-24,1.056
fghr,35.0164,-120.586,2015-12-15,3495.0
fghw,39.61525,-84.96614444,2016-05-17,5.74
fgik,34.9772,-120.57,2018-01-10,5566.25
fgio,41.50362,-111.02212,2021-09-01,22111.58848
fgiv,39.8055,-76.05611,2021-08-25,52.0
fgix,35.02,-83.77,2019-05-15,0.127
fgnl,35.036,-79.11903137,2021-08-16,10.562
fgnn,35.67142954,-79.22778593,2015-03-24,1.598
fgnx,35.68225,-79.07802,2015-04-22,15.721
fgoe,41.69783,-73.37084,2015-07-09,22.5693
fgow,36.04,-79.08927217,2018-06-14,93.499
fgpb,37.4363,-120.036,2016-01-07,130.0
fgpo,40.064685,-76.900309,2018-05-21,6.333
fgpr,35.49,-79.06317107,2021-08-02,2.905
fgpu,35.8905184,-79.00196953,2020-07-15,9.198
fgqa,35.44,-78.86501194,2019-07-17,2.574
fgro,35.89480422,-79.03627106,2015-05-06,3.994
fgrr,35.68990013,-79.19347881,2019-08-22,13.615
fgtg,35.976,-78.75688753,2016-05-10,17.427
fgts,35.70767874,-79.16045697,2016-07-13,23.89
fgul,37.5368,-121.049,2015-02-10,6021.0335
fgus,35.62828714,-79.30791827,2015-05-20,16.597
fgvi,36.12,-78.9134815,2018-06-07,199.979
fgvl,35.89545641,-79.04149086,2015-06-22,6.535
fgvm,36.6096,-121.561,2015-08-25,5772.5
fgvz,35.6923753,-79.18888146,2017-12-06,13.216
fgwi,36.0476,-76.69611,2015-06-29,78.895
fgwu,36.7254,-121.73,2017-01-11,4205.0
fgwv,35.69783131,-79.17874751,2014-11-25,0.145
fgxu,40.4189,-122.214,2014-03-19,5350.0
